mol_name;activity;potency;receptor
CHEMBL1416853;Active;5.224593459796253;R1
CHEMBL1541834;Active;5.081697003497148;R1
CHEMBL3193405;Active;4.933992922797872;R1
CHEMBL1501238;Active;5.347125402250521;R3
CHEMBL1440950;Active;7.168770306132936;R1
CHEMBL1473833;Active;4.95700601308484;R3
CHEMBL1412695;Active;5.347125402250521;R2
CHEMBL1470754;Active;4.947127222505795;R1
CHEMBL1397805;Active;5.637131280524111;R1
CHEMBL1516173;Active;4.994255528483469;R1
CHEMBL1545965;Active;4.96286744755023;R1
CHEMBL1594065;Active;5.324592891343988;R3
CHEMBL1337527;Active;5.7871135575371255;R1
CHEMBL1443889;Active;4.974280522861758;R3
CHEMBL1435211;Active;6.438958276283987;R1
CHEMBL406835;Active;5.647123166022283;R1
CHEMBL1490183;Active;5.078974571058985;R1
CHEMBL242383;Active;5.281697650708702;R1
CHEMBL1540682;Active;5.094855600170051;R1
CHEMBL1412891;Active;4.964046222557748;R2
CHEMBL1369899;Active;5.124594332914732;R1
CHEMBL267930;Active;5.388584736177106;R2
CHEMBL1317281;Active;4.947127222505795;R3
CHEMBL1364359;Active;5.100343619694364;R1
CHEMBL1514888;Active;4.906067268907752;R1
CHEMBL1495025;Active;4.988586049013409;R1
CHEMBL1452502;Active;4.964046222557748;R2
CHEMBL1457311;Active;4.947127222505795;R1
CHEMBL1426830;Active;4.988586049013409;R1
CHEMBL1368118;Active;4.924595393740839;R3
CHEMBL1412319;Active;5.088586685753258;R2
CHEMBL1475660;Active;5.516869344442069;R2
CHEMBL1356407;Active;4.947127222505795;R1
CHEMBL1470647;Active;5.547125356244051;R2
CHEMBL1444724;Active;4.947127222505795;R1
CHEMBL1512483;Active;4.947127222505795;R2
CHEMBL1598734;Active;4.922645420552924;R2
CHEMBL1476179;Active;4.93084270283793;R1
CHEMBL1371651;Active;5.195594754446985;R1
CHEMBL1569155;Active;5.4990914654904905;R1
CHEMBL1524331;Active;4.93713797673661;R1
CHEMBL1374746;Active;5.109178128551724;R1
CHEMBL1476419;Active;5.00322427070041;R3
CHEMBL1474489;Active;5.049532913440871;R1
CHEMBL1553674;Active;4.963293273906496;R2
CHEMBL1504324;Active;5.124594332914732;R1
CHEMBL1336940;Active;7.1496601454165205;R2
CHEMBL1513260;Active;4.940731070725647;R3
CHEMBL1331895;Active;5.447125026215773;R1
CHEMBL1484934;Active;5.347125402250521;R3
CHEMBL194594;Active;5.247126024768816;R2
CHEMBL1493857;Active;5.203706730985752;R1
CHEMBL300814;Active;5.647123166022283;R1
CHEMBL1544015;Active;6.0245911706426725;R1
CHEMBL1361775;Active;4.9368665676222765;R3
CHEMBL1402332;Active;4.902467365695533;R3
CHEMBL1402959;Active;4.997936582152842;R1
CHEMBL1357125;Active;5.196181122996305;R3
CHEMBL1410697;Active;4.949870721723471;R3
CHEMBL1358148;Active;5.298596093552444;R3
CHEMBL1367014;Active;8.397940008672037;R3
CHEMBL1600751;Active;5.803699432698929;R1
CHEMBL1378891;Active;7.989276134608227;R3
CHEMBL1476326;Active;4.900942939539437;R2
CHEMBL1553148;Active;5.057253034469894;R1
CHEMBL1401739;Active;5.999934860713038;R1
CHEMBL3198964;Active;4.947127222505795;R3
CHEMBL1604894;Active;5.224593459796253;R2
CHEMBL1553570;Active;4.950876989640085;R1
CHEMBL1582814;Active;5.945597633193432;R1
CHEMBL1563695;Active;4.9606632278243445;R1
CHEMBL225313;Active;5.190255160512539;R2
CHEMBL1368392;Active;5.388584736177106;R3
CHEMBL267160;Active;4.947127222505795;R1
CHEMBL1592201;Active;5.447125026215773;R1
CHEMBL1609759;Active;4.947127222505795;R1
CHEMBL1338749;Active;5.099305225547602;R1
CHEMBL1333339;Active;4.947127222505795;R2
CHEMBL1460824;Active;5.247126024768816;R1
CHEMBL1315271;Active;6.498803757972912;R1
CHEMBL3196464;Active;4.947127222505795;R1
CHEMBL1484528;Active;4.947127222505795;R1
CHEMBL1317846;Active;6.224608028303388;R1
CHEMBL294018;Active;4.988586049013409;R1
CHEMBL1404458;Active;5.113180858078965;R1
CHEMBL1556566;Active;4.947127222505795;R1
CHEMBL1577902;Active;5.047127677357636;R1
CHEMBL1373194;Active;5.188585873731878;R3
CHEMBL1503002;Active;4.906067268907752;R1
CHEMBL1494495;Active;5.537138004230263;R1
CHEMBL1401545;Active;5.200890446334771;R1
CHEMBL1342873;Active;4.947127222505795;R2
CHEMBL1590010;Active;4.947127222505795;R1
CHEMBL1601738;Active;5.047127677357636;R1
CHEMBL1535245;Active;4.992357466550231;R2
CHEMBL1474849;Active;7.087512238667676;R1
CHEMBL1610972;Active;5.047127677357636;R1
CHEMBL1437506;Active;5.200918036134232;R2
CHEMBL1434902;Active;4.984135398316901;R1
CHEMBL1401242;Active;4.924279720356581;R1
CHEMBL1465257;Active;4.947127222505795;R2
CHEMBL1382028;Active;5.047819243690908;R2
CHEMBL1552919;Active;5.65092655143845;R2
CHEMBL288114;Active;4.947127222505795;R1
CHEMBL1393129;Active;5.688585232837641;R1
CHEMBL578512;Active;5.537138004230263;R2
CHEMBL1440703;Active;5.2554879686056974;R2
CHEMBL1455689;Active;5.188585873731878;R1
CHEMBL1594461;Active;4.992357466550231;R1
CHEMBL1524484;Active;6.447149345539438;R2
CHEMBL1472867;Active;4.984135398316901;R1
CHEMBL1525817;Active;5.417834328450429;R1
CHEMBL1381328;Active;5.588582338460932;R3
CHEMBL1358478;Active;4.951288302991045;R3
CHEMBL1314681;Active;8.024568191490737;R3
CHEMBL1554951;Active;5.135552703211134;R1
CHEMBL1443653;Active;5.179788685229466;R3
CHEMBL1511217;Active;5.188585873731878;R1
CHEMBL1513145;Active;4.924595393740839;R1
CHEMBL1455814;Active;4.947127222505795;R2
CHEMBL601757;Active;5.724775052159783;R1
CHEMBL3195761;Active;6.255511432779489;R2
CHEMBL1523460;Active;4.924279720356581;R2
CHEMBL1343178;Active;5.247126024768816;R2
CHEMBL1395283;Active;4.947127222505795;R3
CHEMBL1374788;Active;5.474281586878732;R1
CHEMBL408563;Active;4.988586049013409;R1
CHEMBL1409241;Active;4.947127222505795;R3
CHEMBL1351433;Active;5.388584736177106;R3
CHEMBL1321958;Active;4.981699036303889;R2
CHEMBL1498728;Active;5.047127677357636;R1
CHEMBL1407870;Active;6.006222200078355;R1
CHEMBL1400508;Active;4.947127222505795;R1
CHEMBL591618;Active;5.177271972118293;R1
CHEMBL1554305;Active;5.281935870732175;R3
CHEMBL1325279;Active;5.924599044486103;R1
CHEMBL1437584;Active;5.200890446334771;R3
CHEMBL1396756;Active;6.192464971931146;R2
CHEMBL1566891;Active;5.047127677357636;R1
CHEMBL1453291;Active;4.947127222505795;R1
CHEMBL1550909;Active;5.603866063625361;R3
CHEMBL1316171;Active;4.996492077229213;R3
CHEMBL131199;Active;5.355487557206262;R3
CHEMBL1530631;Active;4.924279720356581;R1
CHEMBL261123;Active;5.188585873731878;R1
CHEMBL1394544;Active;5.199939669987479;R3
CHEMBL1491122;Active;7.355069292086412;R2
CHEMBL3207874;Active;4.947127222505795;R3
CHEMBL1449750;Active;4.947127222505795;R2
CHEMBL405317;Active;5.624592466691214;R1
CHEMBL1358452;Active;5.794254459057338;R2
CHEMBL1474341;Active;5.722642955952984;R1
CHEMBL1475164;Active;5.159820692510127;R3
CHEMBL1315978;Active;5.090855997121261;R2
CHEMBL1413108;Active;5.902612525617489;R3
CHEMBL1398454;Active;5.04897957361284;R1
CHEMBL260028;Active;5.188585873731878;R2
CHEMBL337173;Active;5.388584736177106;R1
CHEMBL2002008;Active;5.025574284280779;R2
CHEMBL1384533;Active;4.947127222505795;R2
CHEMBL1566838;Active;5.136405939254283;R1
CHEMBL1526722;Active;4.924595393740839;R1
CHEMBL1444953;Active;4.947127222505795;R1
CHEMBL1478086;Active;5.247126024768816;R1
CHEMBL1506175;Active;4.911969395625812;R1
CHEMBL1315403;Active;4.984076782012105;R1
CHEMBL1610601;Active;4.947127222505795;R2
CHEMBL1397598;Active;4.998394633540878;R3
CHEMBL1370909;Active;4.947127222505795;R2
CHEMBL1593533;Active;5.08407542359293;R3
CHEMBL429335;Active;5.147126757574895;R3
CHEMBL1557474;Active;5.147126757574895;R2
CHEMBL1551766;Active;5.003707281458679;R1
CHEMBL1608430;Active;5.488584592791225;R1
CHEMBL1511910;Active;5.200339018097685;R1
CHEMBL1597191;Active;4.993747948630635;R1
CHEMBL1417353;Active;5.015898188591848;R1
CHEMBL1479106;Active;4.947127222505795;R3
CHEMBL1355340;Active;4.988586049013409;R3
CHEMBL1370293;Active;4.947127222505795;R3
CHEMBL1331122;Active;5.247126024768816;R1
CHEMBL3192873;Active;5.007371381782742;R3
CHEMBL1516339;Active;5.947132990245819;R2
CHEMBL201325;Active;4.924595393740839;R1
CHEMBL1329768;Active;5.203706730985752;R3
CHEMBL154580;Active;4.947127222505795;R1
CHEMBL1389438;Active;5.524590338587032;R1
CHEMBL1521574;Active;5.347125402250521;R2
CHEMBL1213769;Active;4.947127222505795;R2
CHEMBL1356051;Active;6.194244348943764;R1
CHEMBL1554039;Active;4.916871995267189;R3
CHEMBL1417496;Active;4.9208730441558215;R2
CHEMBL1597594;Active;5.051287581886458;R3
CHEMBL1373256;Active;4.947127222505795;R1
CHEMBL1307970;Active;4.922020152655679;R3
CHEMBL1595747;Active;5.247126024768816;R1
CHEMBL1422296;Active;5.347125402250521;R3
CHEMBL1355268;Active;4.947127222505795;R1
CHEMBL1448;Active;5.649529075195332;R2
CHEMBL1435961;Active;5.1226440140652185;R1
CHEMBL1518159;Active;5.247126024768816;R3
CHEMBL1569103;Active;4.984076782012105;R1
CHEMBL1418013;Active;5.112122594671252;R1
CHEMBL1435396;Active;5.297130221098473;R2
CHEMBL1483180;Active;4.947127222505795;R2
CHEMBL599100;Active;5.900336620540702;R1
CHEMBL1441400;Active;5.047127677357636;R1
CHEMBL1355390;Active;4.997936582152842;R3
CHEMBL1314454;Active;5.847130945782988;R2
CHEMBL1390531;Active;4.947127222505795;R3
CHEMBL1494331;Active;4.986119754347025;R1
CHEMBL1591304;Active;5.071738605231442;R2
CHEMBL1380514;Active;4.932606427157735;R3
CHEMBL1454544;Active;4.947127222505795;R3
CHEMBL1397082;Active;5.067835831201261;R1
CHEMBL1554058;Active;5.060661741125157;R2
CHEMBL1419082;Active;5.588582338460932;R2
CHEMBL1316301;Active;5.194254537790131;R2
CHEMBL1435104;Active;4.964046222557748;R1
CHEMBL1580578;Active;5.424592753183676;R3
CHEMBL1320593;Active;5.080084213743439;R1
CHEMBL1503636;Active;4.947127222505795;R1
CHEMBL1339007;Active;4.914554811434214;R1
CHEMBL1314733;Active;7.982966660701219;R1
CHEMBL1365850;Active;4.988586049013409;R1
CHEMBL1513782;Active;7.447331783887806;R1
CHEMBL402468;Active;5.288585078064089;R1
CHEMBL1356824;Active;5.0554877178718485;R1
CHEMBL1554727;Active;4.947127222505795;R1
CHEMBL1381270;Active;4.981413913895961;R1
CHEMBL1592716;Active;5.392355572763117;R1
CHEMBL1479020;Active;4.924279720356581;R3
CHEMBL1519969;Active;5.784593787080156;R3
CHEMBL1436858;Active;4.947127222505795;R3
CHEMBL123;Active;4.93084270283793;R2
CHEMBL1457356;Active;4.947127222505795;R3
CHEMBL1436860;Active;5.288585078064089;R2
CHEMBL1370316;Active;5.535711699444102;R1
CHEMBL1437404;Active;5.787133508741057;R3
CHEMBL1398009;Active;5.598590842349934;R3
CHEMBL1451916;Active;4.964046222557748;R1
CHEMBL1569243;Active;4.947127222505795;R1
CHEMBL1402861;Active;5.097594566044192;R3
CHEMBL1452098;Active;5.847130945782988;R3
CHEMBL1356623;Active;5.288585078064089;R1
CHEMBL1590606;Active;7.753255290276159;R1
CHEMBL1234720;Active;4.947127222505795;R1
CHEMBL1501480;Active;5.188585873731878;R2
CHEMBL1473326;Active;5.659635215597932;R1
CHEMBL3198373;Active;5.047127677357636;R2
CHEMBL1364829;Active;4.966194394137625;R1
CHEMBL1551338;Active;4.924279720356581;R1
CHEMBL1442326;Active;5.347125402250521;R1
CHEMBL1590790;Active;5.375573507204143;R1
CHEMBL1440056;Active;4.947127222505795;R3
CHEMBL1537967;Active;4.947127222505795;R1
CHEMBL1512786;Active;4.981699036303889;R2
CHEMBL1374776;Active;5.155488653643696;R2
CHEMBL1437262;Active;4.974280522861758;R2
CHEMBL1366134;Active;7.747146969020107;R3
CHEMBL1315149;Active;5.588582338460932;R3
CHEMBL1454572;Active;4.900942939539437;R2
CHEMBL1369164;Active;6.449527042893436;R1
CHEMBL1495688;Active;5.377273211200836;R1
CHEMBL1564231;Active;4.93084270283793;R3
CHEMBL1364908;Active;5.322019131111933;R1
CHEMBL405914;Active;6.247106845115406;R1
CHEMBL1574027;Active;5.192356750031284;R3
CHEMBL1478339;Active;4.998708809487504;R1
CHEMBL1599062;Active;4.981699036303889;R1
CHEMBL1355559;Active;5.697593303713546;R2
CHEMBL1313979;Active;5.588582338460932;R2
CHEMBL1529092;Active;5.047127677357636;R1
CHEMBL1993627;Active;5.288585078064089;R3
CHEMBL1551039;Active;5.147126757574895;R1
CHEMBL1394829;Active;5.0554877178718485;R2
CHEMBL571087;Active;5.155488653643696;R3
CHEMBL545900;Active;5.200056682258258;R1
CHEMBL508779;Active;5.855488061296061;R1
CHEMBL13045;Active;5.0554877178718485;R3
CHEMBL1565416;Active;4.916034188707115;R2
CHEMBL1420039;Active;5.131699489729893;R1
CHEMBL1524355;Active;4.988586049013409;R1
CHEMBL1377100;Active;5.047127677357636;R2
CHEMBL1986214;Active;5.418556688126905;R1
CHEMBL1524853;Active;5.200890446334771;R2
CHEMBL1447547;Active;4.976150024831868;R1
CHEMBL1320504;Active;4.947127222505795;R1
CHEMBL1535554;Active;5.798288876857773;R2
CHEMBL712;Active;4.947127222505795;R1
CHEMBL1454661;Active;8.1249387366083;R1
CHEMBL1367795;Active;4.924595393740839;R1
CHEMBL1358301;Active;5.284076005874811;R1
CHEMBL1473513;Active;5.081697003497148;R1
CHEMBL1564109;Active;5.013587714775561;R1
CHEMBL1362424;Active;5.1226440140652185;R3
CHEMBL1499632;Active;5.02459346862474;R3
CHEMBL1591137;Active;5.164440476296206;R1
CHEMBL1416809;Active;4.908109212789872;R1
CHEMBL599307;Active;5.177269794739743;R3
CHEMBL1594868;Active;4.947127222505795;R3
CHEMBL1320917;Active;4.922645420552924;R1
CHEMBL1356530;Active;5.4678318683063;R3
CHEMBL1486063;Active;4.947127222505795;R2
CHEMBL1512184;Active;5.195594754446985;R2
CHEMBL1551155;Active;4.924595393740839;R3
CHEMBL1440123;Active;4.988586049013409;R3
CHEMBL1371865;Active;4.950199753971344;R1
CHEMBL1404446;Active;6.681727919788373;R1
CHEMBL1558843;Active;4.947127222505795;R1
CHEMBL1512219;Active;5.0554877178718485;R1
CHEMBL1323354;Active;4.988586049013409;R2
CHEMBL1554259;Active;6.82131076022441;R1
CHEMBL1441000;Active;6.390672438391103;R3
CHEMBL1405493;Active;4.93084270283793;R3
CHEMBL1492648;Active;4.955489637792234;R1
CHEMBL1317822;Active;5.355487557206262;R1
CHEMBL1362737;Active;4.947127222505795;R1
CHEMBL468167;Active;5.288585078064089;R1
CHEMBL264931;Active;5.124594332914732;R1
CHEMBL1600851;Active;5.488584592791225;R3
CHEMBL1305287;Active;5.188585873731878;R1
CHEMBL1493908;Active;5.02459346862474;R2
CHEMBL1415585;Active;5.747122707436239;R1
CHEMBL1299689;Active;5.700481805939898;R3
CHEMBL1590482;Active;5.003707281458679;R1
CHEMBL1605454;Active;5.288585078064089;R2
CHEMBL1319405;Active;5.047127677357636;R2
CHEMBL1605632;Active;5.047127677357636;R1
CHEMBL1555110;Active;7.603800652904264;R1
CHEMBL1368219;Active;4.947127222505795;R1
CHEMBL1373577;Active;5.448082614429255;R1
CHEMBL165;Active;5.057007009412877;R1
CHEMBL1475255;Active;4.947127222505795;R1
CHEMBL1500607;Active;5.844193478697308;R1
CHEMBL186526;Active;4.988586049013409;R3
CHEMBL1325362;Active;5.179788685229466;R1
CHEMBL1596472;Active;4.900942939539437;R1
CHEMBL1533443;Active;5.270759593473347;R1
CHEMBL1474273;Active;5.100483172279463;R1
CHEMBL1475630;Active;5.18169821048706;R3
CHEMBL1318943;Active;4.903707123426888;R1
CHEMBL1315924;Active;6.624244965244776;R2
CHEMBL1486922;Active;4.947127222505795;R1
CHEMBL1545556;Active;6.288572417463207;R1
CHEMBL1357513;Active;4.949533238867031;R3
CHEMBL1358788;Active;4.947127222505795;R1
CHEMBL1476431;Active;4.947127222505795;R1
CHEMBL1593118;Active;4.988586049013409;R2
CHEMBL1360011;Active;4.924595393740839;R1
CHEMBL1436597;Active;6.882066164960358;R1
CHEMBL1550087;Active;4.948560937742302;R1
CHEMBL1501676;Active;5.388584736177106;R1
CHEMBL1488499;Active;5.0554877178718485;R1
CHEMBL1477267;Active;5.479791673114009;R1
CHEMBL1563581;Active;5.724596497254596;R2
CHEMBL1513762;Active;6.010872908257506;R1
CHEMBL400777;Active;5.147126757574895;R3
CHEMBL1377307;Active;5.047127677357636;R1
CHEMBL1368212;Active;5.189824629775497;R2
CHEMBL1609218;Active;4.900683725272746;R1
CHEMBL1559088;Active;5.003707281458679;R1
CHEMBL1331514;Active;5.424592753183676;R1
CHEMBL1548093;Active;4.9604916947460005;R2
CHEMBL1598184;Active;5.074515153492165;R1
CHEMBL1366676;Active;5.10922140840523;R1
CHEMBL1480522;Active;4.981374386148478;R1
CHEMBL1997899;Active;5.224280355039982;R2
CHEMBL1357509;Active;7.1073489661227;R3
CHEMBL1214519;Active;5.247126024768816;R2
CHEMBL1478843;Active;4.900321660404437;R1
CHEMBL447876;Active;5.447125026215773;R1
CHEMBL1360143;Active;5.00621669309491;R1
CHEMBL1538370;Active;5.113292181855288;R3
CHEMBL1397191;Active;4.904846346242851;R1
CHEMBL1359746;Active;4.955489637792234;R1
CHEMBL1514773;Active;4.968425929431684;R1
CHEMBL1608194;Active;5.747122707436239;R2
CHEMBL1515192;Active;5.200256364217211;R1
CHEMBL1463808;Active;5.747122707436239;R1
CHEMBL1357586;Active;5.068554843035784;R1
CHEMBL1516303;Active;5.081697003497148;R1
CHEMBL1320414;Active;4.947127222505795;R1
CHEMBL429095;Active;6.147123710525113;R3
CHEMBL1590628;Active;5.00482127375225;R2
CHEMBL1370437;Active;5.188585873731878;R1
CHEMBL16685;Active;5.047127677357636;R1
CHEMBL1488608;Active;5.247126024768816;R1
CHEMBL1520944;Active;4.957253244715968;R1
CHEMBL284328;Active;5.488584592791225;R1
CHEMBL1494863;Active;5.222761726990468;R1
CHEMBL1438452;Active;4.988586049013409;R1
CHEMBL1582803;Active;5.247126024768816;R3
CHEMBL1514761;Active;5.517973687991095;R1
CHEMBL1381824;Active;5.047127677357636;R1
CHEMBL1495505;Active;4.947127222505795;R1
CHEMBL1394591;Active;5.422500540715646;R1
CHEMBL1516908;Active;4.93084270283793;R2
CHEMBL1453796;Active;5.188585873731878;R3
CHEMBL1418048;Active;4.981374386148478;R1
CHEMBL1549430;Active;4.947127222505795;R1
CHEMBL1593214;Active;4.949580283781376;R2
CHEMBL1366347;Active;5.335553124764586;R2
CHEMBL261693;Active;6.347125402250521;R2
CHEMBL1535988;Active;5.047127677357636;R2
CHEMBL1396497;Active;5.047295925748409;R1
CHEMBL1480826;Active;5.257842649741903;R3
CHEMBL1483381;Active;5.18169821048706;R1
CHEMBL1415527;Active;5.087712387845055;R3
CHEMBL1222385;Active;4.956200699754187;R3
CHEMBL259422;Active;6.047134938532212;R1
CHEMBL1372850;Active;5.547125356244051;R1
CHEMBL1474187;Active;5.200907689754036;R2
CHEMBL1512119;Active;5.020749906830529;R1
CHEMBL1427801;Active;4.969151429392184;R3
CHEMBL582715;Active;4.947127222505795;R2
CHEMBL1316550;Active;4.947127222505795;R3
CHEMBL227959;Active;5.0220204649673885;R3
CHEMBL1475818;Active;4.955489637792234;R1
CHEMBL1452426;Active;5.447125026215773;R2
CHEMBL1335945;Active;4.947127222505795;R3
CHEMBL1396734;Active;4.966317621425531;R1
CHEMBL3192555;Active;5.363060992712528;R1
CHEMBL1427637;Active;5.247126024768816;R1
CHEMBL602575;Active;6.824633168938651;R1
CHEMBL1561128;Active;4.947127222505795;R1
CHEMBL1424917;Active;4.947127222505795;R2
CHEMBL1410766;Active;5.247126024768816;R1
CHEMBL1495164;Active;5.043195486685579;R3
CHEMBL1459688;Active;5.347125402250521;R1
CHEMBL1516188;Active;5.503707045993957;R3
CHEMBL1473549;Active;5.047127677357636;R1
CHEMBL1381063;Active;4.967362103218468;R2
CHEMBL1416275;Active;5.578785577393848;R2
CHEMBL1522330;Active;4.992357466550231;R2
CHEMBL1435174;Active;4.997594170175891;R2
CHEMBL1421398;Active;5.147126757574895;R1
CHEMBL1452641;Active;5.047127677357636;R1
CHEMBL388757;Active;5.088586685753258;R3
CHEMBL1553227;Active;4.924279720356581;R3
CHEMBL1591887;Active;4.947127222505795;R2
CHEMBL1397745;Active;4.93084270283793;R1
CHEMBL1594042;Active;5.071547816027683;R1
CHEMBL1514527;Active;5.088586685753258;R1
CHEMBL1552070;Active;5.17027607630326;R2
CHEMBL1349500;Active;4.947127222505795;R2
CHEMBL1505809;Active;5.047127677357636;R1
CHEMBL259615;Active;6.047134938532212;R1
CHEMBL1518055;Active;4.988586049013409;R1
CHEMBL1347099;Active;5.447125026215773;R3
CHEMBL1459382;Active;5.247126024768816;R2
